label,batch,start_unix_s,operations,wall_ms,cuda_batch_ms
worker_4,0,1788086956.581018,50,5.204311,4.986176
worker_4,1,1788086956.586278,50,7.797324,7.683424
worker_4,2,1788086956.594116,50,7.691583,7.581696
worker_4,3,1788086956.601845,50,7.711738,7.609824
worker_4,4,1788086956.609591,50,7.692730,7.595296
worker_4,5,1788086956.617321,50,7.688174,7.589952
worker_4,6,1788086956.625046,50,7.847759,7.745888
worker_4,7,1788086956.632929,50,7.810816,7.676608
worker_4,8,1788086956.640785,50,7.889797,7.759968
worker_4,9,1788086956.648711,50,7.847973,7.747232
worker_4,10,1788086956.656607,50,7.822945,7.714592
worker_4,11,1788086956.664469,50,7.845491,7.739136
worker_4,12,1788086956.672352,50,7.952251,7.635328
worker_4,13,1788086956.680351,50,7.664276,7.487008
worker_4,14,1788086956.688062,50,7.796166,7.660544
worker_4,15,1788086956.695895,50,7.721176,7.616864
worker_4,16,1788086956.703653,50,7.728583,7.624992
worker_4,17,1788086956.711422,50,7.668453,7.570336
worker_4,18,1788086956.719125,50,7.583692,7.490496
worker_4,19,1788086956.726743,50,7.818140,7.731872
worker_4,20,1788086956.734592,50,7.451590,7.361824
worker_4,21,1788086956.742079,50,7.856131,7.756896
worker_4,22,1788086956.749971,50,7.517331,7.169504
worker_4,23,1788086956.757525,50,7.943501,7.667104
worker_4,24,1788086956.765508,50,7.761111,7.261504
worker_4,25,1788086956.773306,50,7.813084,7.710112
worker_4,26,1788086956.781156,50,7.784389,7.177088
worker_4,27,1788086956.788977,50,7.663795,7.554208
worker_4,28,1788086956.796682,50,7.360923,7.208416
worker_4,29,1788086956.804090,50,7.877371,7.764224
worker_4,30,1788086956.812005,50,7.676157,7.567776
worker_4,31,1788086956.819718,50,7.857834,7.754752
worker_4,32,1788086956.827613,50,7.754082,7.650720
worker_4,33,1788086956.835404,50,7.863760,7.760288
worker_4,34,1788086956.843307,50,7.711017,7.605344
worker_4,35,1788086956.851054,50,7.859509,7.755488
worker_4,36,1788086956.858953,50,7.851408,7.741536
worker_4,37,1788086956.866843,50,7.852121,7.748768
worker_4,38,1788086956.874733,50,7.857103,7.760960
worker_4,39,1788086956.882622,50,7.671379,7.574304
worker_4,40,1788086956.890327,50,7.715426,7.617984
worker_4,41,1788086956.898076,50,7.652351,7.542944
worker_4,42,1788086956.905765,50,7.730212,7.623712
worker_4,43,1788086956.913534,50,7.686073,7.580512
worker_4,44,1788086956.921258,50,7.800741,7.702080
worker_4,45,1788086956.929096,50,7.722278,7.621472
worker_4,46,1788086956.936854,50,7.725843,7.616576
worker_4,47,1788086956.944616,50,7.656546,7.550112
worker_4,48,1788086956.952316,50,7.742759,7.641312
worker_4,49,1788086956.960107,50,7.798584,7.690912
worker_4,50,1788086956.967943,50,7.548665,7.442304
worker_4,51,1788086956.975532,50,7.725010,7.624224
worker_4,52,1788086956.983294,50,7.649694,7.549856
worker_4,53,1788086956.990981,50,7.159384,7.055584
worker_4,54,1788086956.998175,50,7.551906,7.448544
worker_4,55,1788086957.005760,50,7.538277,7.435808
worker_4,56,1788086957.013341,50,7.857714,7.754912
worker_4,57,1788086957.021239,50,7.724972,7.616608
worker_4,58,1788086957.029002,50,7.852408,7.749952
worker_4,59,1788086957.036894,50,7.686897,7.583808
worker_4,60,1788086957.044617,50,7.862261,7.758464
worker_4,61,1788086957.052515,50,7.753843,7.656576
worker_4,62,1788086957.060304,50,7.825306,7.711456
worker_4,63,1788086957.068166,50,7.648611,7.528832
worker_4,64,1788086957.075851,50,7.864335,7.767776
worker_4,65,1788086957.083752,50,7.366617,7.265792
worker_4,66,1788086957.091154,50,7.854806,7.748832
worker_4,67,1788086957.099046,50,7.362524,7.258080
worker_4,68,1788086957.106453,50,7.848037,7.696192
worker_4,69,1788086957.114340,50,7.889900,7.262368
worker_4,70,1788086957.122270,50,7.702722,7.592512
worker_4,71,1788086957.130013,50,7.907242,7.689152
