label,batch,start_unix_s,operations,wall_ms,cuda_batch_ms
worker_7,0,1788087141.873711,50,13.483349,13.266048
worker_7,1,1788087141.887261,50,15.785692,15.473696
worker_7,2,1788087141.903100,50,15.587467,15.430336
worker_7,3,1788087141.918739,50,15.711071,15.563904
worker_7,4,1788087141.934490,50,15.607680,15.492192
worker_7,5,1788087141.950138,50,15.792729,15.499392
worker_7,6,1788087141.965982,50,15.838026,15.503200
worker_7,7,1788087141.981871,50,15.547162,15.375584
worker_7,8,1788087141.997468,50,15.673811,15.407168
worker_7,9,1788087142.013191,50,15.560505,15.262016
worker_7,10,1788087142.028807,50,15.550782,15.422592
worker_7,11,1788087142.044396,50,15.893267,15.424576
worker_7,12,1788087142.060336,50,15.767229,15.271712
worker_7,13,1788087142.076153,50,15.496058,15.248480
worker_7,14,1788087142.091690,50,15.543533,15.300160
worker_7,15,1788087142.107273,50,15.457790,15.280992
worker_7,16,1788087142.122769,50,15.589134,15.479136
worker_7,17,1788087142.138401,50,15.940860,15.661216
worker_7,18,1788087142.154385,50,15.870591,15.565184
worker_7,19,1788087142.170303,50,15.781340,15.637664
worker_7,20,1788087142.186120,50,15.530578,15.439584
worker_7,21,1788087142.201683,50,15.518950,15.426560
worker_7,22,1788087142.217237,50,15.433429,15.336992
worker_7,23,1788087142.232706,50,15.623598,15.513376
worker_7,24,1788087142.248364,50,15.832665,15.539648
worker_7,25,1788087142.264265,50,15.739951,15.594048
worker_7,26,1788087142.280043,50,15.547283,15.438368
worker_7,27,1788087142.295626,50,15.641561,15.529472
worker_7,28,1788087142.311303,50,15.509708,15.404672
worker_7,29,1788087142.326863,50,15.534458,15.423328
worker_7,30,1788087142.342432,50,15.776145,15.491520
worker_7,31,1788087142.358250,50,15.723099,15.563488
worker_7,32,1788087142.374022,50,15.628755,15.478304
worker_7,33,1788087142.389691,50,15.474206,15.365120
worker_7,34,1788087142.405200,50,15.471523,15.364992
worker_7,35,1788087142.420709,50,15.471355,15.363040
worker_7,36,1788087142.436236,50,15.540874,15.429632
worker_7,37,1788087142.451813,50,15.643931,15.353184
worker_7,38,1788087142.467503,50,15.776793,15.631136
worker_7,39,1788087142.483315,50,15.558300,15.451200
worker_7,40,1788087142.498913,50,15.551050,15.428576
worker_7,41,1788087142.514505,50,15.443466,15.326496
worker_7,42,1788087142.529983,50,15.601245,15.325120
worker_7,43,1788087142.545626,50,15.756329,15.445152
worker_7,44,1788087142.561430,50,15.679384,15.537088
worker_7,45,1788087142.577144,50,15.396057,15.296576
worker_7,46,1788087142.592577,50,15.414086,15.308640
worker_7,47,1788087142.608024,50,15.452133,15.355456
worker_7,48,1788087142.623509,50,15.610154,15.340000
worker_7,49,1788087142.639165,50,15.698182,15.395072
worker_7,50,1788087142.654911,50,15.717895,15.533920
worker_7,51,1788087142.670675,50,15.710367,15.571712
worker_7,52,1788087142.686425,50,15.593663,15.484736
worker_7,53,1788087142.702057,50,15.547819,15.444320
worker_7,54,1788087142.717639,50,15.382281,15.280352
worker_7,55,1788087142.733057,50,15.688978,15.401216
worker_7,56,1788087142.748793,50,15.604746,15.422464
worker_7,57,1788087142.764447,50,15.660266,15.508352
worker_7,58,1788087142.780144,50,15.436976,15.333984
worker_7,59,1788087142.795616,50,15.466782,15.372928
worker_7,60,1788087142.811117,50,15.620960,15.524800
worker_7,61,1788087142.826770,50,15.541930,15.298592
worker_7,62,1788087142.842349,50,15.560358,15.453376
worker_7,63,1788087142.857945,50,15.773701,15.466528
worker_7,64,1788087142.873763,50,15.514801,15.361088
worker_7,65,1788087142.889327,50,15.502865,15.362656
worker_7,66,1788087142.904866,50,15.478652,15.374464
worker_7,67,1788087142.920384,50,15.494671,15.388224
worker_7,68,1788087142.935926,50,15.506753,15.412992
worker_7,69,1788087142.951469,50,15.592727,15.494144
worker_7,70,1788087142.967096,50,15.536319,15.439008
worker_7,71,1788087142.982666,50,15.573588,15.292480
worker_7,72,1788087142.998279,50,15.430282,15.313184
worker_7,73,1788087143.013750,50,15.435874,15.339296
worker_7,74,1788087143.029217,50,15.316577,15.219232
worker_7,75,1788087143.044568,50,15.535041,15.432288
worker_7,76,1788087143.060141,50,15.585617,15.486464
