label,batch,start_unix_s,operations,wall_ms,cuda_batch_ms
worker_2,0,1788086993.601925,50,2.741134,1.106976
worker_2,1,1788086993.604708,50,3.473372,1.098496
worker_2,2,1788086993.608208,50,4.763002,1.100448
worker_2,3,1788086993.612992,50,4.764253,1.097760
worker_2,4,1788086993.617773,50,4.773901,1.099840
worker_2,5,1788086993.622565,50,4.770123,1.099456
worker_2,6,1788086993.627351,50,4.772023,1.099904
worker_2,7,1788086993.632140,50,4.768753,1.098336
worker_2,8,1788086993.636925,50,4.765752,1.098176
worker_2,9,1788086993.641706,50,4.776022,1.098912
worker_2,10,1788086993.646507,50,4.781225,1.098112
worker_2,11,1788086993.651312,50,4.764318,1.100224
worker_2,12,1788086993.656099,50,4.758873,1.099232
worker_2,13,1788086993.660876,50,4.770595,1.098592
worker_2,14,1788086993.665662,50,4.776855,1.097824
worker_2,15,1788086993.670454,50,4.774845,1.098624
worker_2,16,1788086993.675243,50,4.796179,1.098560
worker_2,17,1788086993.680057,50,4.776753,1.100000
worker_2,18,1788086993.684854,50,4.767336,1.098976
worker_2,19,1788086993.689640,50,4.761354,1.098752
worker_2,20,1788086993.694417,50,4.770521,1.098720
worker_2,21,1788086993.699203,50,4.794856,1.098912
worker_2,22,1788086993.704013,50,4.776641,1.103616
worker_2,23,1788086993.708805,50,4.770225,1.099456
worker_2,24,1788086993.713590,50,4.771809,1.099136
worker_2,25,1788086993.718378,50,4.771160,1.098080
worker_2,26,1788086993.723164,50,4.780207,1.099360
worker_2,27,1788086993.727960,50,4.778095,1.100640
worker_2,28,1788086993.732755,50,4.760272,1.096256
worker_2,29,1788086993.737544,50,4.756623,1.098464
worker_2,30,1788086993.742316,50,4.915282,1.098720
worker_2,31,1788086993.747252,50,4.624289,1.098720
worker_2,32,1788086993.751900,50,4.761864,1.103776
worker_2,33,1788086993.756680,50,4.764698,1.098848
worker_2,34,1788086993.761461,50,4.770559,1.098528
worker_2,35,1788086993.766248,50,4.769393,1.098432
worker_2,36,1788086993.771031,50,4.773873,1.099168
worker_2,37,1788086993.775820,50,4.784484,1.105504
worker_2,38,1788086993.780620,50,4.772595,1.098784
worker_2,39,1788086993.785412,50,4.769346,1.098112
worker_2,40,1788086993.790202,50,4.754901,1.098624
worker_2,41,1788086993.794975,50,4.776383,1.098688
worker_2,42,1788086993.799767,50,4.770707,1.098464
worker_2,43,1788086993.804554,50,4.768003,1.099840
worker_2,44,1788086993.809337,50,4.766337,1.097760
worker_2,45,1788086993.814119,50,4.784984,1.098336
worker_2,46,1788086993.818919,50,4.980922,1.098848
worker_2,47,1788086993.823950,50,4.730105,1.098688
worker_2,48,1788086993.828727,50,4.751687,1.099712
worker_2,49,1788086993.833541,50,4.724123,1.096384
worker_2,50,1788086993.838313,50,4.564019,1.099136
worker_2,51,1788086993.842901,50,4.759716,1.099712
worker_2,52,1788086993.847682,50,4.761170,1.098528
worker_2,53,1788086993.852460,50,4.803901,1.099040
worker_2,54,1788086993.857280,50,4.885774,1.098240
worker_2,55,1788086993.862181,50,4.776049,1.098976
worker_2,56,1788086993.866973,50,4.638890,1.098400
worker_2,57,1788086993.871628,50,4.921338,1.098784
worker_2,58,1788086993.876566,50,4.762059,1.097760
worker_2,59,1788086993.881343,50,4.773494,1.098944
worker_2,60,1788086993.886132,50,4.618391,1.098816
worker_2,61,1788086993.890766,50,4.766049,1.099200
worker_2,62,1788086993.895546,50,4.771243,1.098560
worker_2,63,1788086993.900332,50,4.797985,1.101920
worker_2,64,1788086993.905147,50,4.771345,1.097728
worker_2,65,1788086993.909935,50,4.771521,1.100928
worker_2,66,1788086993.914722,50,4.771494,1.099840
worker_2,67,1788086993.919508,50,4.771873,1.099904
worker_2,68,1788086993.924313,50,4.958903,1.099552
worker_2,69,1788086993.929320,50,4.741207,1.095968
worker_2,70,1788086993.934108,50,4.539298,1.096992
worker_2,71,1788086993.938671,50,4.756762,1.098976
