label,batch,start_unix_s,operations,wall_ms,cuda_batch_ms
worker_4,0,1788086993.601578,50,5.848179,5.008832
worker_4,1,1788086993.607475,50,3.575548,1.097088
worker_4,2,1788086993.611093,50,4.746716,1.096640
worker_4,3,1788086993.615873,50,4.405491,1.096896
worker_4,4,1788086993.620319,50,4.825791,1.098784
worker_4,5,1788086993.625189,50,4.742262,1.095776
worker_4,6,1788086993.629977,50,4.742475,1.096896
worker_4,7,1788086993.634764,50,4.541963,1.095808
worker_4,8,1788086993.639334,50,4.752447,1.097760
worker_4,9,1788086993.644107,50,4.989597,1.097760
worker_4,10,1788086993.649157,50,4.727909,1.101504
worker_4,11,1788086993.653933,50,4.534019,1.097152
worker_4,12,1788086993.658494,50,4.757003,1.096352
worker_4,13,1788086993.663270,50,5.002717,1.097408
worker_4,14,1788086993.668324,50,4.516853,1.098272
worker_4,15,1788086993.672867,50,4.993486,1.097152
worker_4,16,1788086993.677908,50,4.529899,1.097344
worker_4,17,1788086993.682465,50,4.958532,1.096608
worker_4,18,1788086993.687473,50,4.537269,1.096192
worker_4,19,1788086993.692036,50,4.757132,1.096864
worker_4,20,1788086993.696813,50,4.791206,1.103520
worker_4,21,1788086993.701620,50,4.978681,1.097440
worker_4,22,1788086993.706648,50,4.540279,1.097760
worker_4,23,1788086993.711214,50,4.759235,1.098656
worker_4,24,1788086993.715991,50,4.764697,1.097856
worker_4,25,1788086993.720774,50,4.778956,1.099648
worker_4,26,1788086993.725570,50,4.767244,1.098464
worker_4,27,1788086993.730355,50,4.986644,1.097152
worker_4,28,1788086993.735391,50,4.524621,1.097792
worker_4,29,1788086993.739955,50,4.742252,1.095744
worker_4,30,1788086993.744721,50,4.764365,1.101024
worker_4,31,1788086993.749505,50,4.759179,1.096672
worker_4,32,1788086993.754283,50,4.984033,1.097120
worker_4,33,1788086993.759317,50,4.527566,1.099136
worker_4,34,1788086993.763871,50,4.756455,1.096672
worker_4,35,1788086993.768644,50,4.769449,1.098112
worker_4,36,1788086993.773431,50,4.980005,1.097120
worker_4,37,1788086993.778459,50,4.540010,1.097856
worker_4,38,1788086993.783023,50,4.964115,1.097440
worker_4,39,1788086993.788035,50,4.534094,1.096480
worker_4,40,1788086993.792595,50,4.973014,1.105536
worker_4,41,1788086993.797617,50,4.532575,1.098080
worker_4,42,1788086993.802176,50,4.961023,1.097120
worker_4,43,1788086993.807188,50,4.530410,1.097216
worker_4,44,1788086993.811744,50,4.754735,1.099200
worker_4,45,1788086993.816519,50,4.777901,1.098080
worker_4,46,1788086993.821313,50,4.984273,1.096320
worker_4,47,1788086993.826346,50,4.526473,1.097984
worker_4,48,1788086993.830896,50,4.991903,1.098304
worker_4,49,1788086993.835949,50,4.512102,1.097824
worker_4,50,1788086993.840488,50,4.994440,1.097984
worker_4,51,1788086993.845529,50,4.525862,1.097088
worker_4,52,1788086993.850081,50,4.966746,1.098144
worker_4,53,1788086993.855097,50,4.682799,1.097504
worker_4,54,1788086993.859804,50,4.759308,1.096672
worker_4,55,1788086993.864580,50,4.684104,1.100672
worker_4,56,1788086993.869280,50,5.067663,1.097664
worker_4,57,1788086993.874397,50,4.562372,1.097440
worker_4,58,1788086993.878989,50,4.956134,1.095424
worker_4,59,1788086993.883993,50,4.532399,1.098080
worker_4,60,1788086993.888549,50,4.808143,1.096832
worker_4,61,1788086993.893404,50,4.525316,1.097984
worker_4,62,1788086993.897954,50,4.985820,1.098336
worker_4,63,1788086993.902989,50,4.568381,1.098272
worker_4,64,1788086993.907589,50,4.723392,1.096096
worker_4,65,1788086993.912333,50,4.765956,1.098176
worker_4,66,1788086993.917115,50,4.768929,1.096832
worker_4,67,1788086993.921901,50,4.772577,1.096576
worker_4,68,1788086993.926702,50,4.966773,1.098176
worker_4,69,1788086993.931718,50,4.534548,1.098400
worker_4,70,1788086993.936278,50,4.814976,1.098656
worker_4,71,1788086993.941143,50,4.891235,1.096448
worker_4,72,1788086993.946081,50,4.534297,1.098112
worker_4,73,1788086993.950641,50,4.965885,1.096288
worker_4,74,1788086993.955654,50,4.538890,1.096064
worker_4,75,1788086993.960229,50,4.743419,1.097728
worker_4,76,1788086993.964993,50,4.764430,1.098432
worker_4,77,1788086993.969775,50,4.834956,1.097152
worker_4,78,1788086993.974660,50,4.735910,1.097824
worker_4,79,1788086993.979445,50,4.698586,1.099040
worker_4,80,1788086993.984169,50,4.764809,1.099360
worker_4,81,1788086993.988957,50,4.755281,1.098240
worker_4,82,1788086993.993733,50,4.773188,1.096672
worker_4,83,1788086993.998527,50,4.976070,1.096448
worker_4,84,1788086994.003557,50,4.530891,1.097792
worker_4,85,1788086994.008112,50,4.758318,1.100096
worker_4,86,1788086994.012887,50,4.771234,1.097792
worker_4,87,1788086994.017675,50,4.989727,1.097536
worker_4,88,1788086994.022728,50,4.512593,1.097248
worker_4,89,1788086994.027264,50,4.775827,1.095808
worker_4,90,1788086994.032057,50,4.769985,1.099264
worker_4,91,1788086994.036843,50,4.773966,1.099040
worker_4,92,1788086994.041636,50,4.768346,1.096736
worker_4,93,1788086994.046422,50,4.978644,1.096544
worker_4,94,1788086994.051450,50,4.536566,1.097952
worker_4,95,1788086994.056012,50,4.756178,1.097408
worker_4,96,1788086994.060786,50,4.773634,1.099360
worker_4,97,1788086994.065576,50,4.976866,1.097696
worker_4,98,1788086994.070601,50,4.541862,1.097728
worker_4,99,1788086994.075167,50,4.755864,1.098080
worker_4,100,1788086994.079942,50,4.766613,1.096992
worker_4,101,1788086994.084725,50,4.787948,1.105504
worker_4,102,1788086994.089529,50,4.770382,1.097472
worker_4,103,1788086994.094315,50,5.005283,1.097216
worker_4,104,1788086994.099371,50,4.509251,1.097024
worker_4,105,1788086994.103905,50,4.757966,1.098240
worker_4,106,1788086994.108682,50,4.764188,1.097344
worker_4,107,1788086994.113475,50,4.964153,1.096512
worker_4,108,1788086994.118490,50,4.545547,1.096000
worker_4,109,1788086994.123063,50,4.956745,1.095776
worker_4,110,1788086994.128067,50,4.539084,1.097504
worker_4,111,1788086994.132630,50,5.011209,1.098560
worker_4,112,1788086994.137689,50,4.486576,1.095968
worker_4,113,1788086994.142201,50,4.969467,1.097920
worker_4,114,1788086994.147218,50,4.539482,1.097344
worker_4,115,1788086994.151783,50,4.760355,1.097632
worker_4,116,1788086994.156562,50,4.776328,1.104800
