label,iteration,start_unix_s,wall_ms,cuda_ms
fault_target,0,1788081522.966482,0.459516,0.382016
fault_target,1,1788081522.966965,0.397044,0.362336
fault_target,2,1788081522.967372,0.388414,0.359296
fault_target,3,1788081522.967766,0.392600,0.364736
fault_target,4,1788081522.968164,0.424599,0.396608
fault_target,5,1788081522.968595,0.379851,0.354208
fault_target,6,1788081522.968980,0.384017,0.357728
fault_target,7,1788081522.969369,0.383776,0.357408
fault_target,8,1788081522.969758,0.378581,0.352512
fault_target,9,1788081522.970142,0.379572,0.353440
fault_target,10,1788081522.970526,0.399137,0.373536
fault_target,11,1788081522.970931,0.402766,0.377568
fault_target,12,1788081522.971339,0.382386,0.356576
fault_target,13,1788081522.971726,0.379563,0.352032
fault_target,14,1788081522.972110,0.379794,0.353312
fault_target,15,1788081522.972495,0.377998,0.352160
fault_target,16,1788081522.972878,0.379118,0.353600
fault_target,17,1788081522.973262,0.377091,0.351680
fault_target,18,1788081522.973644,0.379017,0.353760
fault_target,19,1788081522.974028,0.377905,0.351392
fault_target,20,1788081522.974410,0.380479,0.353664
fault_target,21,1788081522.974795,0.379369,0.353632
fault_target,22,1788081522.975179,0.379545,0.353664
fault_target,23,1788081522.975564,0.382257,0.355904
fault_target,24,1788081522.975950,0.515562,0.353920
fault_target,25,1788081522.976472,0.381776,0.353824
fault_target,26,1788081522.976858,0.378692,0.353792
fault_target,27,1788081522.977242,0.379110,0.353664
fault_target,28,1788081522.977626,0.379025,0.353184
fault_target,29,1788081522.978010,0.378072,0.352896
fault_target,30,1788081522.978392,0.379609,0.354208
fault_target,31,1788081522.978777,0.376304,0.351520
fault_target,32,1788081522.979158,0.377785,0.352896
fault_target,33,1788081522.979541,0.381415,0.352608
fault_target,34,1788081522.979927,0.381396,0.356000
fault_target,35,1788081522.980313,0.379674,0.354272
fault_target,36,1788081522.980698,0.378933,0.352608
fault_target,37,1788081522.981081,0.378684,0.353952
fault_target,38,1788081522.981465,0.379100,0.353888
fault_target,39,1788081522.981849,0.381063,0.352768
fault_target,40,1788081522.982236,0.379970,0.354592
fault_target,41,1788081522.982621,0.381582,0.355520
fault_target,42,1788081522.983008,0.378443,0.351424
fault_target,43,1788081522.983391,0.381312,0.355776
fault_target,44,1788081522.983777,0.385666,0.359904
fault_target,45,1788081522.984168,0.431942,0.399456
fault_target,46,1788081522.984605,0.382239,0.355584
fault_target,47,1788081522.984993,0.384388,0.357312
fault_target,48,1788081522.985382,0.385091,0.358944
fault_target,49,1788081522.985773,0.381535,0.355552
fault_target,50,1788081522.986160,0.379803,0.353792
fault_target,51,1788081522.986545,0.384285,0.357312
fault_target,52,1788081522.986936,0.382730,0.355360
fault_target,53,1788081522.987324,0.381859,0.355200
fault_target,54,1788081522.987712,0.395813,0.366368
fault_target,55,1788081522.988113,0.419730,0.390240
fault_target,56,1788081522.988538,0.464618,0.353600
fault_target,57,1788081522.989009,0.386795,0.358176
fault_target,58,1788081522.989401,0.383563,0.357216
fault_target,59,1788081522.989790,0.383211,0.355104
fault_target,60,1788081522.990179,0.382878,0.354976
fault_target,61,1788081522.990567,0.383110,0.355840
fault_target,62,1788081522.990956,0.382905,0.355584
fault_target,63,1788081522.991344,0.384803,0.356736
fault_target,64,1788081522.991735,0.382637,0.355136
fault_target,65,1788081522.992125,0.386544,0.357856
fault_target,66,1788081522.992517,0.381609,0.354304
fault_target,67,1788081522.992904,0.381100,0.354432
fault_target,68,1788081522.993291,0.387183,0.356384
fault_target,69,1788081522.993684,0.381405,0.354592
fault_target,70,1788081522.994072,0.391785,0.357120
fault_target,71,1788081522.994470,0.382072,0.354176
fault_target,72,1788081522.994858,0.382342,0.355520
fault_target,73,1788081522.995246,0.382268,0.354976
fault_target,74,1788081522.995634,0.381877,0.354464
fault_target,75,1788081522.996022,0.386304,0.357664
fault_target,76,1788081522.996417,0.387794,0.358816
fault_target,77,1788081522.996811,0.385220,0.357280
fault_target,78,1788081522.997203,0.385498,0.357472
fault_target,79,1788081522.997595,0.387072,0.355552
fault_target,80,1788081522.997988,0.385859,0.358368
fault_target,81,1788081522.998380,0.472451,0.357440
fault_target,82,1788081522.998858,0.384516,0.355808
fault_target,83,1788081522.999249,0.383443,0.355904
fault_target,84,1788081522.999639,0.388554,0.355936
fault_target,85,1788081523.000033,0.434238,0.390656
fault_target,86,1788081523.000474,0.390091,0.357920
fault_target,87,1788081523.000870,0.387396,0.359840
fault_target,88,1788081523.001264,0.385720,0.358432
fault_target,89,1788081523.001656,0.388155,0.357728
fault_target,90,1788081523.002051,0.386119,0.357824
fault_target,91,1788081523.002443,0.383259,0.355392
fault_target,92,1788081523.002834,0.387749,0.359232
fault_target,93,1788081523.003228,0.386192,0.357600
fault_target,94,1788081523.003621,0.388155,0.356544
fault_target,95,1788081523.004016,0.454238,0.412512
fault_target,96,1788081523.004477,0.393322,0.361728
fault_target,97,1788081523.004877,0.391386,0.362368
fault_target,98,1788081523.005276,0.390092,0.360832
fault_target,99,1788081523.005672,0.387101,0.358752
fault_target,100,1788081523.006068,0.388026,0.358656
fault_target,101,1788081523.006462,0.388674,0.359424
fault_target,102,1788081523.006858,0.385767,0.356736
fault_target,103,1788081523.007250,0.386164,0.357088
fault_target,104,1788081523.007644,0.389507,0.359008
fault_target,105,1788081523.008041,0.389554,0.359328
fault_target,106,1788081523.008438,0.388850,0.358656
fault_target,107,1788081523.008834,0.388757,0.359104
fault_target,108,1788081523.009231,0.394332,0.361056
fault_target,109,1788081523.009634,0.390692,0.361664
fault_target,110,1788081523.010032,0.392600,0.361504
fault_target,111,1788081523.010431,0.393748,0.364032
fault_target,112,1788081523.010832,0.392100,0.359680
fault_target,113,1788081523.011231,0.389572,0.360416
fault_target,114,1788081523.011628,0.393878,0.363872
fault_target,115,1788081523.012030,0.389073,0.358880
fault_target,116,1788081523.012426,0.392499,0.358816
fault_target,117,1788081523.012826,0.393156,0.361184
fault_target,118,1788081523.013227,0.391841,0.360960
fault_target,119,1788081523.013626,0.391656,0.361120
fault_target,120,1788081523.014024,0.393072,0.362976
fault_target,121,1788081523.014425,0.395267,0.362272
fault_target,122,1788081523.014827,0.390554,0.361120
fault_target,123,1788081523.015226,0.389405,0.359520
fault_target,124,1788081523.015622,0.391193,0.360960
