label,batch,start_unix_s,operations,wall_ms,cuda_batch_ms
worker_1,0,1788087104.709801,50,10.211328,9.901600
worker_1,1,1788087104.720059,50,9.539933,1.098816
worker_1,2,1788087104.729637,50,9.525785,1.098144
worker_1,3,1788087104.739187,50,9.545962,1.099296
worker_1,4,1788087104.748752,50,9.555896,1.098336
worker_1,5,1788087104.758327,50,9.553702,1.096576
worker_1,6,1788087104.767903,50,9.550498,1.098464
worker_1,7,1788087104.777475,50,9.554915,1.097184
worker_1,8,1788087104.787051,50,9.768685,1.097312
worker_1,9,1788087104.796871,50,9.318607,1.099008
worker_1,10,1788087104.806231,50,9.541193,1.096640
worker_1,11,1788087104.815795,50,9.576146,1.100320
worker_1,12,1788087104.825390,50,9.553647,1.099136
worker_1,13,1788087104.834961,50,9.571323,1.099168
worker_1,14,1788087104.844550,50,9.550545,1.098752
worker_1,15,1788087104.854117,50,9.572137,1.097792
worker_1,16,1788087104.863710,50,9.554313,1.097888
worker_1,17,1788087104.873288,50,9.567230,1.101568
worker_1,18,1788087104.882873,50,9.558109,1.099296
worker_1,19,1788087104.892448,50,9.776510,1.097984
worker_1,20,1788087104.902275,50,9.559609,1.099168
worker_1,21,1788087104.911885,50,9.312756,1.097152
worker_1,22,1788087104.921222,50,9.542859,1.098176
worker_1,23,1788087104.930785,50,9.550379,1.097984
worker_1,24,1788087104.940353,50,9.564564,1.096928
worker_1,25,1788087104.949935,50,9.556981,1.097856
worker_1,26,1788087104.959508,50,9.569416,1.099072
worker_1,27,1788087104.969098,50,9.555712,1.098560
worker_1,28,1788087104.978674,50,9.558452,1.097664
worker_1,29,1788087104.988262,50,9.779704,1.099008
worker_1,30,1788087104.998090,50,9.534749,1.098592
worker_1,31,1788087105.007674,50,9.325404,1.097792
worker_1,32,1788087105.017026,50,9.553091,1.099456
worker_1,33,1788087105.026599,50,9.558471,1.099424
worker_1,34,1788087105.036175,50,9.560739,1.096320
worker_1,35,1788087105.045752,50,9.558815,1.098976
worker_1,36,1788087105.055329,50,9.574184,1.103712
worker_1,37,1788087105.064922,50,9.553045,1.097760
worker_1,38,1788087105.074495,50,9.584387,1.098272
worker_1,39,1788087105.084098,50,9.555174,1.098848
worker_1,40,1788087105.093671,50,9.600425,1.097376
worker_1,41,1788087105.103297,50,9.540721,1.097408
worker_1,42,1788087105.112858,50,9.782232,1.096480
worker_1,43,1788087105.122689,50,9.317478,1.099616
worker_1,44,1788087105.132033,50,9.560776,1.098400
worker_1,45,1788087105.141613,50,9.565008,1.104416
worker_1,46,1788087105.151195,50,9.550600,1.097760
worker_1,47,1788087105.160761,50,9.584953,1.098752
worker_1,48,1788087105.170365,50,9.570342,1.097792
worker_1,49,1788087105.179969,50,9.540564,1.097824
worker_1,50,1788087105.189528,50,9.562674,1.097056
worker_1,51,1788087105.199109,50,9.562452,1.105856
worker_1,52,1788087105.208690,50,9.558526,1.097728
worker_1,53,1788087105.218265,50,9.568295,1.095488
worker_1,54,1788087105.227852,50,9.559360,1.097792
worker_1,55,1788087105.237427,50,9.555851,1.100640
worker_1,56,1788087105.246998,50,9.570054,1.101632
worker_1,57,1788087105.256584,50,9.577758,1.098240
worker_1,58,1788087105.266183,50,9.557896,1.096544
worker_1,59,1788087105.275760,50,9.584517,1.099840
worker_1,60,1788087105.285360,50,9.582924,1.098560
worker_1,61,1788087105.294959,50,9.770658,1.097728
worker_1,62,1788087105.304775,50,9.326200,1.098400
worker_1,63,1788087105.314127,50,9.546739,1.098816
worker_1,64,1788087105.323694,50,9.579276,1.098368
worker_1,65,1788087105.333291,50,9.552877,1.096064
worker_1,66,1788087105.342861,50,9.563970,1.099328
worker_1,67,1788087105.352441,50,9.562081,1.097792
worker_1,68,1788087105.362031,50,9.552850,1.098528
worker_1,69,1788087105.371600,50,9.566045,1.097952
worker_1,70,1788087105.381182,50,9.558980,1.099520
worker_1,71,1788087105.390756,50,9.782008,1.097664
worker_1,72,1788087105.400586,50,9.537340,1.098624
worker_1,73,1788087105.410169,50,9.320969,1.096480
worker_1,74,1788087105.419519,50,9.540100,1.096224
worker_1,75,1788087105.429080,50,9.552841,1.099872
worker_1,76,1788087105.438653,50,9.566841,1.097760
worker_1,77,1788087105.448240,50,9.560749,1.097792
worker_1,78,1788087105.457818,50,9.561480,1.098112
worker_1,79,1788087105.467395,50,9.574211,1.098208
worker_1,80,1788087105.476985,50,9.569239,1.099872
worker_1,81,1788087105.486570,50,9.595721,1.098912
worker_1,82,1788087105.496185,50,9.772566,1.096576
worker_1,83,1788087105.506005,50,9.522591,1.098176
worker_1,84,1788087105.515573,50,9.545202,1.097728
worker_1,85,1788087105.525163,50,9.555231,1.096640
worker_1,86,1788087105.534765,50,9.323895,1.099392
worker_1,87,1788087105.544113,50,9.546286,1.098528
worker_1,88,1788087105.553690,50,9.553582,1.099168
worker_1,89,1788087105.563260,50,9.576027,1.101248
worker_1,90,1788087105.572852,50,9.556730,1.098848
worker_1,91,1788087105.582427,50,9.556425,1.098144
worker_1,92,1788087105.592001,50,9.787084,1.100544
worker_1,93,1788087105.601837,50,9.542434,1.096736
worker_1,94,1788087105.611426,50,9.531527,1.097824
worker_1,95,1788087105.621002,50,9.537859,1.097504
worker_1,96,1788087105.630587,50,9.324877,1.098528
worker_1,97,1788087105.639935,50,9.548498,1.101920
worker_1,98,1788087105.649502,50,9.548961,1.099840
worker_1,99,1788087105.659068,50,9.549888,1.097824
worker_1,100,1788087105.668634,50,9.558767,1.097888
worker_1,101,1788087105.678209,50,9.570990,1.097088
